Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
"I keep seeing memes about getting support or taking an insurance policy or collecting child support at 6 weeks because the opposition is saying that’s when life begins why aren’t people actually doing that and fighting? Yes it’s ridiculous but so is this 6week thing, I also see folks doing this potentially to fight “don’t say gay” legislation with the idea that it’s weaponized and ridiculous.","2022-04-20
06:00:10",-0.6808,negative,0.7366666666666667,Yes,approval
Just another avenue for the machine to doom people to poverty.,"2022-04-20
03:19:42",-0.7184,negative,0.0,No,neutral
"With such parameters,only fair to be sure to charge the dude who got her in that condition to begin with...eh?","2022-04-20
02:20:05",0.5574,positive,0.762962962962963,No,neutral
Freaking terrifying!! Next  the GOP will be charging women with murder when they have misscarried! Insanity! Get serious about getting these loons out before they are successful in crushing the Democratic process entirely and we are out of options!,"2022-04-20
02:17:26",-0.9439,negative,0.6902777777777777,No,fear
wasnt that just his side deal with old paster kanye,"2022-04-20
01:42:10",0.1,positive,0.2,No,neutral
El Salvador comes to the U.S. ? what a sh1t show,"2022-04-19
20:46:29",0.0,neutral,0.0,Yes,excitement
People should leave Texas because it is a shithole. That was true before this law was passed.,"2022-04-19
16:59:28",0.3818,positive,0.65,No,neutral
Don Corona finally saying the quiet part out loud (punish the woman) is all that was needed for the Republicans to unseal what they have always wanted (to punish women).,"2022-04-19
16:56:56",-0.7783,negative,0.7111111111111111,Yes,admiration
pretty sure they dropped the charges!,"2022-04-19
15:12:48",0.5707,positive,0.9444444444444444,No,approval
How do you know she is a woman?,"2022-04-19
05:13:24",0.0,neutral,0.0,No,neutral
"I am ashamed of we barbarians. We've devolved to the draconian ways of the dark ages. And so ironic, distorted, unnecessary, dissonant, and partisan. Such shame for my American self.","2022-04-19
04:48:28",-0.8798,negative,0.54,Yes,annoyance
"You're welcome, Joe Rogan. 'Hope your daughters enjoy living in this 'Classically Liberal' Hellscape.","2022-04-19
03:47:05",0.8442,positive,0.4666666666666666,No,optimism
"You're kidding me! OMG! How far along was she? This is just ridiculous. Also what about the guy that she was in this situation with? By their logic, shouldn't he be punished also? I mean if it really is a living baby oh, isn't he also responsible for it? No, because they are misogynistic","2022-04-19
01:20:30",-0.4812,negative,0.6875,No,curiosity
"Just want to thank (seriously) for a deleting a comment I made earlier. It was an angry comment directed at conservatives. I had surgery earlier today and my brain is still coming off anesthesia and I'm not using my better judgment, I actually came back here to delete it myself. Thank you again for deleting it.","2022-04-18
23:38:02",-0.2746,negative,0.4666666666666667,No,gratitude
"When did David get a role in Handmaid’s Tale?'Oh, this is real life. Sorry, I couldn’t tell the difference.","2022-04-18
23:23:24",-0.0772,negative,0.65,No,remorse
And so it begins......😞,"2022-04-18
22:43:17",-0.5209,negative,0.0,No,neutral
"They aren't stopping abortion, they're just making it dangerous","2022-04-18
22:38:49",-0.3931,negative,0.9,No,disapproval
"Now we have a law in Wisconsin where a rapist has the right to force the victim to have the baby even if shes underage. This law applies to all females regardless of age. When an example was brought up what if a 10 year old child gets raped and impregnated, the republicans in that state said 'Too bad.' republicans are truly evil and heartless. This is insane. Not to mention they lowered the penalty for rape to a maximum of 5 years while any doctor who gives an abortion even if its for an ectopic pregnancy will get 10 years in prison. What the hell kind of backwards law is this? They actually tried to legalize rape on several occasions in different red states. What the FUCK are the republicans doing?!","2022-04-18
22:12:03",-0.993,negative,0.47103174603174597,Yes,annoyance
I thought they backed the charge out... didn't they??,"2022-04-18
22:06:08",0.1179,positive,0.0,No,annoyance
"I tell you American people more of  this is going to happen these women are going to have an self-induced abortion in Texas everywhere where the Republic has took the rights of the woman's choice to what she wants to do with her body these white old men racist who sit up there don't know nothing about a woman's body the Republican have decided they take your rights away as a woman that's what they want to do a lot of pregnant teens in Texas every Republican states is bursting with pregnancies and they giving the babies up for adoption some are self-indulgent abortion babies are dying are getting murdered the Republicans are forced women to have these babies from rapist and child molesters the mothers will hate these babies these babies will die women will keep this a secret they will not tell anyone because they know about if they tell anybody they get that $10,000 or they'll send the woman to jail so now they're going to be doing it secret oh my God this is terrible I'm crying everyday for women and these Republican think that they're have the right to the woman's body people please we have to vote blue blue blue blue you have to come out and vote the Republicans had to be stopped they are killing the American women and destroying democracy they're dangerous the women don't want the babies the Republicans are going to pay for this","2022-04-18
21:12:14",-0.9917,negative,0.3561688311688311,Yes,neutral
This is so backwards. This poor woman was forced to have an unsafe abortion and then charged with murder for society’s failings.,"2022-04-18
21:00:02",-0.949,negative,0.4,Yes,neutral
"It is time for Texas to get on the safe sex education road.  Here in Canada, especially in Southern Ontario, you will find condoms at any of the Heath Units or sub-offices, as well the high schools in my area have baskets of condoms available throughout the school or office.  Just help yourself no questions asked.  They also teach safe sex as early as grade school.","2022-04-18
20:12:02",0.743,positive,0.3733333333333333,Yes,neutral
"Women will need to undergo  pregnancy tests when they cross State lines, or leave the country, AmeriKa FreeDumB.","2022-04-18
19:06:05",-0.0516,negative,0.0,No,neutral
So NOW it will be fully tested in a court of law - which has already been done in the Supreme Court and upheld.,"2022-04-18
18:46:25",0.5574,positive,0.0,Yes,neutral
Could pressure Biden into a pardon? This is fucking insane.,"2022-04-18
17:51:42",-0.4391,negative,1.0,No,anger
"It would great if the republikkkan party moves to Afghanistan, their draconian laws are against freedom, with them it seems as though it's open season on women, are we that far from burkhas, forced marriages and male chaperones? they are chipping away at citizens fundamental rights, it's very disheartening, is this truly freedom loving America?","2022-04-18
17:37:51",0.9536,positive,0.5428571428571428,Yes,admiration
"And they talk about individual rights, ffs. Reproductive rights are some of the most inalienable rights we have, for men and women alike","2022-04-18
16:50:41",-0.5859,negative,0.45,No,admiration
"The cure to abortion is MEN. Force a woman to take an unwanted pregnancy to term? Fine. Then, when the child is born, take it to the sperm donor, give him one diaper and an 800# to call for advice.'Watch them scramble to pass pro-abortion legislation.","2022-04-18
15:02:38",-0.0258,neutral,0.5,Yes,caring
I would nit wish the life of a ny political test case on a worst enemy. I hope she wins her freedom before losing too much of he rife and that she is compensated by thes ecological groups callously playing g wuth her lfe like that,"2022-04-18
14:41:34",0.765,positive,0.42000000000000004,Yes,desire
"This whole story is absolutely disgusting in every way possible and shows everyone else in the world exactly what is wrong with america...too many religious nut jobs (even though there is a separation of church and state)...too many bigots, white supremacists, racists and self-entitled idiots who think that their views are the only allowed views. The fact that charges were dropped is irrelevant as this woman shouldn't have been charged in the first place. I really want to see this go on and on with this woman taking EVERYONE to the supreme court, if she has to, to ge an apology, compensation and this ridiculous law thrown out of the statutes. Maybe Elon Musk should pay for her legal costs, since he is so hot on people's freedoms!","2022-04-18
14:09:42",-0.851,negative,0.5990196078431371,Yes,approval
Why can I see a home being raided by the SWAT team just because a woman had a miscarriage......,"2022-04-18
13:51:19",0.0,neutral,0.0,No,neutral
On the road to the Divine Republic of Gilead!,"2022-04-18
13:05:46",0.5983,positive,0.0,No,neutral
Texas the newest most oppressive regime!,"2022-04-18
11:43:14",-0.5081,negative,0.5,No,neutral
Good! Hope they throw the book at her,"2022-04-18
11:41:27",0.7263,positive,0.6000000000000001,No,optimism
"This is what always confuses me. You want to ban abortions ( imho i dont like abortions and it should be avoided as much as possible) but you provide limited and costly access to (contraception) its messing up the hormones but its a free and conciences decision, the guy should always rubber up anyway duh. You have close to zero sex education on your schools why lol?'''Now from clearly selfish reasson, i dont have the numbers but i would assume that its mostly 'lower class' familes that needs abortion (apart from rape why is that even a question) Why would you want them to have kids if they cant affort them and you do not support them with any social programs? Poor people with more kids makes them more poor, uneducated (no free good 'schools lol?) and you are in circle which leads to more crime. ''Maybe these people vote republicans?","2022-04-18
10:16:44",-0.9445,negative,0.600595238095238,Yes,amusement
Stop voting for the politicians putting these laws in place.  You are voting for your own rights and protection from religious neo conservatives and their MISOGYNY...Stand and fight 🤘,"2022-04-18
09:43:25",-0.5859,negative,0.625,No,approval
"This is so stupid. Even if the fetus was viable, IT'S STILL HER BODY!!! She's the actual person already living here on earth. It's her body. It's her body. It's her body. That's the only thing that matters at all. The fetus can't live without the mother. Her body, her choice until the moment the fetus is born and here on earth living on its own outside of the mom's body.","2022-04-18
09:08:11",-0.7304,negative,0.6083333333333333,Yes,disapproval
"And the march towards living in the realm of the ‘Hand Maidens Tale’ continues.  The more I listen about the general life of those in the United States, the more I realise how much is so, so wrong with the place.","2022-04-18
08:22:40",-0.294,negative,0.6,No,confusion
How can she be charged by the State for doing something the Federal Government Laws allow? As far as I know Federal Law overrides State Law.  If they have their way the Supreme Court will fix that even though a majority of citizens don't want that to happen.,"2022-04-18
07:46:34",0.5389,positive,1.0,Yes,neutral
These people are impervious to evidence.,"2022-04-18
07:38:09",0.0,neutral,0.0,No,neutral
What the hell is going on America??? Completely disgusting on every sense.,"2022-04-18
07:15:40",-0.6408,negative,1.0,Yes,disgust
"'I can make a complete solid argument AGAINST abortion, VOID' of ALL religion '=)' the BIG question is, does anyone REALLY want to hear it?? '=)'","2022-04-18
07:06:43",0.1989,positive,0.4666666666666666,No,neutral
Lol this is so funny 🤣 😂 😆  more to come hopefully. 🤣 I hope she gets life.,"2022-04-18
03:47:12",0.9726,positive,0.7333333333333334,Yes,amusement
Notice the woman charged is minority.,"2022-04-18
02:37:28",-0.2023,negative,0.0,No,admiration
They’ll start arresting women for having miscarriages.,"2022-04-18
02:34:39",0.0,neutral,0.0,No,neutral
"Yes, ridiculous that this could happen but it's a bit disingenuous of DP to NOT make it clear the charges were dropped.","2022-04-18
02:26:31",-0.6515,negative,0.6916666666666667,Yes,approval
Unbelievable.,"2022-04-18
01:33:07",0.2023,positive,1.0,No,admiration
"I think Texas will use her as an example. She'll either use lethal injection, or they might even break out Old Sparky from retirement for this one. They also have to do this quickly. They aren't going to have her rot on Death Row for a political statement. She will meet her demise rather quickly. It will be pushed through as quickly as they can before anything can get in the way.","2022-04-18
00:31:42",-0.5994,negative,0.36,Yes,approval
as for 'morals' - The Bible actually condones forced abortion - the woman has no choice -(Numbers 5 ? ) 'the ordeal of the bitter water',"2022-04-18
00:09:15",-0.7906,negative,0.26666666666666666,No,neutral
This can’t be true??!!😢. In 2022??  Wow so fucking sad!,"2022-04-17
23:57:42",-0.4602,negative,1.0,No,sadness
For some reason people seem to forget the 'old days' when women would seek/try back alley abortions then the fetus ' woman were either injured/sick or killed. Later we have legal abortions which saved women's lives ' gave counseling to women who may end up putting babies up for adoption or keeping them. Reps just love taking a situation ' making it worse. 🤮😡,"2022-04-17
23:45:00",-0.25,negative,0.2285714285714286,Yes,approval
Well it is murder after all. Over 80 million innocent lives murdered since 1973 these people are barbarians.,"2022-04-17
23:38:07",-0.765,negative,0.7,No,neutral
"charges were dropped because if it actually went to trial, the courts would throw the law out.","2022-04-17
23:13:07",-0.2732,negative,0.1,Yes,neutral
good lock the b up forever,"2022-04-17
22:48:17",0.4404,positive,0.6000000000000001,No,admiration
Women who want to be free from oppression in Texas should flock to a much needed battleground state with more lax abortion laws. Tip the demographic and flip the new state more reliably to blue.,"2022-04-17
22:43:46",0.2263,positive,0.4257575757575758,Yes,approval
"For those of us who have been following donnyT’s evil ways for years remember what he asked Marla. When donnyT found out Marla was pregnant, he asked her, “what are we going to do about it?” I guess marry her as he did. Back in the late 80’s donnyT was on a NBC talk show, and stated many times he is pro choice. I know people do change their minds on issues, but I will never believe donnyT is genuine.","2022-04-17
22:15:12",-0.4019,negative,0.4571428571428572,Yes,annoyance
Why not sterilize men and problem solved 😂,"2022-04-17
21:49:03",0.3182,positive,0.0,No,neutral
"When will stupid men stop trying to control women?!!! Ultimately they will fail.  Women are galvanized, will rise up and fight!","2022-04-17
21:11:53",-0.9164,negative,0.7666666666666666,No,anger
Texass is why rights go to die.,"2022-04-17
20:59:36",-0.5994,negative,0.0,No,neutral
Curious how people froze to death in their homes and no one has been charged but a woman has an abortion and there are charges o-plenty,"2022-04-17
19:33:07",-0.6652,negative,1.0,No,curiosity
Texas will pay heavily for this. Just my prediction.,"2022-04-17
19:30:48",-0.1027,negative,0.5,No,neutral
Texas gets their advise from the Taliban. I'm surprised they didn't stone her.,"2022-04-17
19:29:46",0.2263,positive,0.9,No,surprise
"If that is murder, then that means that Texas considers that fetes as a person. That also should mean that any woman who is pregnant should be able to claim that fetes as a dependent and get all benefits available for it, including being able to claim it on her taxes.","2022-04-17
19:24:28",-0.4767,negative,0.5675,No,neutral
Imagine the supposedly most advanced country in the world still effectively burning witches at the stake,"2022-04-17
19:08:50",0.6361,positive,0.6333333333333334,No,admiration
If abortions are outlawed only outlaws will get abortions.,"2022-04-17
19:07:59",0.0,neutral,1.0,No,neutral
This is disgusting. Texas is an abhorrent state.,"2022-04-17
19:06:50",-0.8176,negative,0.9,No,disgust
Conservatism is actually insane.,"2022-04-17
19:06:25",-0.4019,negative,1.0,No,neutral
Handmaid's Tale,"2022-04-17
18:45:49",0.0,neutral,0.0,No,neutral
The US is sick,"2022-04-17
18:43:08",-0.5106,negative,0.8571428571428571,No,anger
"Soooooo.... can women take men to court for getting them pregnant against their will?'Just wondering, because that seems pretty fair to me. Especially since women aren't in control of the sperm that impregnate them, men are.","2022-04-17
18:39:41",0.6705,positive,0.85,No,approval
This was predicted! It’s sad. I really feel bad for this woman,"2022-04-17
18:37:10",-0.8004,negative,0.6222222222222222,Yes,disapproval
"At this rate, by the time children born because of these bans reach adulthood, the republicans in Texas would have made it illegal for a woman to refuse a man's advances unless her husband is with her.","2022-04-17
18:34:50",-0.6908,negative,0.5,Yes,neutral
Just another low life publicity stunt for the hard core right wing wannabe dictators ..😤,"2022-04-17
18:30:33",-0.3612,negative,0.4591269841269841,Yes,disapproval
This will only cause a brain drain in red states if they enforce a ban on abortion it will cause many to move out of the state.,"2022-04-17
18:24:47",-0.5574,negative,0.5,Yes,anger
"This is chilling abuse that government is imposing on women and girls. I’m a mother and grandmother, so I know that my right to choose whether or not to continue with a pregnancy and give birth is absolutely no-one’s business apart from the woman’s (or girl’s-sometimes very young and very abused girls). How could it be otherwise? Meanwhile right-wingers’ indifference to the lives of absolutely everyone who’s actually been born shows that this has absolutely nothing to do with the supposed “right to life”. It’s just yet another hypocritical way of justifying their wish to control women, our bodies, and our self-determination.","2022-04-17
18:21:46",-0.8687,negative,0.6212698412698413,Yes,neutral
"I got an idea to put some fire under the Republicans behinds for understanding how absurd they are... how about we begin imprisoning the men who impregnate a woman who wants an abortion. ''Not that I think this is any better, just so they have to see it from a different perspective.","2022-04-17
18:07:07",0.128,positive,0.55,Yes,approval
"Disgusting how America is going backwards in so many ways since DT.He has allowed this poison to spread.Abortion is as old as prostitution.Women lost their lives due to dirty back yard abortions or by trying to do it themselves.They don’t use it as a form of birth control particularly since the pill and the day after pill.I am 68 and glad l have never had to make that choice but l know l would have chosen one in the right circumstances.Can’t help but feel for Judge Ruth!Also,Ms Jackson on the Supreme CRT will have her work cut out for her.Thomas should be taken off the crt due to the texts discovered on his phone to Meadows and implicating him.Garland better do something or the US will lose its democracy which will affect the whole 'http://world.love/"">world.Love' your show David and to hear you critically thinking 😊🇦🇺🇦🇺","2022-04-17
18:06:40",0.9684,positive,0.5245421245421246,Yes,approval
That Trump story feels like a 'Its true I was there' moment.  The joke is you were never there.,"2022-04-17
18:04:46",0.7579,positive,0.65,Yes,neutral
Republicans that support these abortion bans are monsters.. Forcing someone who doesn’t want a child to give birth is insane..,"2022-04-17
17:44:09",0.0772,positive,1.0,Yes,desire
The idiocy of these neo abortion laws will soon become self evident to almost everyone.  Even some of the staunchest pro-lifers.,"2022-04-17
17:43:03",-0.024999999999999994,neutral,0.325,No,anger
Thought charges were dropped?,"2022-04-17
17:42:50",-0.2732,negative,0.0,No,annoyance
'What happened?'''I'm being punished for having a miscarriage',"2022-04-17
17:36:18",-0.4588,negative,0.0,No,neutral
Yes it’s time to move. Been planning it for years. I gotta escape this state before someone’s “had enough” of the trans people.,"2022-04-17
17:28:04",0.5267,positive,0.5,No,neutral
"Today's Rhetorical Question:  why didn't Texas also arrest, as an accessory to the crime,  the man who caused the unwanted pregnancy in the first place?","2022-04-17
17:22:11",-0.521,negative,0.16666666666666666,Yes,curiosity
"Just out of interest here, as a non-American trying desperately to understand this toxic fart-cloud of Repugnican 'thinking'... if you're going to start actually 'punishing' people for abortion - are you also going to punish the MEN who get the women pregnant in the first place, but then either persuade the women to have the abortion or just squeal 'Aw, hell naw!' and hightail it out of there, never to be seen again? Because they're just as guilty of abandoning the fetus as well, aren't they? I dunno... I'm getting this weird feeling that's an extension to that kind of law they just haven't devoted much thought to yet... 🤨","2022-04-17
17:11:18",-0.9161,negative,0.6291666666666668,Yes,approval
"These 'pro lifers' only want more babies born so they can brainwash them into their respective cults. Christianity being the biggest.  If they were really 'Pro Life' they'd want medical, ubi, child care clauses, but they don't. They only care about expanding their cults. And until the world starts looking at it this way nothing is going to change. Step away from religion. Do the right thing for once without being told by an imaginary father figure to do it.","2022-04-17
17:05:59",-0.0366,neutral,0.4765306122448979,Yes,annoyance
"In Ireland they had held a citizen assembly so the CITIZENS could decide on abortions. Why do allow rich, old (mostly male) politicians decide on a moral dilemma?","2022-04-17
16:58:04",0.5859,positive,0.325,Yes,curiosity
Want to see the antiabortion laws stopped... Simple...'Have all the women stop having sex until they can legally have abortions again...  They simply tell the men sex is too risky with the potential of jail as a result... 'Second women who are forced to have an unwanted child should sue the state  for support....,"2022-04-17
16:57:52",-0.6597,negative,0.3020408163265306,No,curiosity
I can’t even imagine having to go through an abortion and being charged with murder on the other side,"2022-04-17
16:42:51",-0.7579,negative,0.375,No,neutral
Pretty sure IQ-45 has paid for some abortions himself . Hypocrisy at its finest!!!,"2022-04-17
16:36:13",0.7488,positive,0.9444444444444444,No,approval
Crime in Houston is borderline Chicago style yet this is more important 'Let's have more criminals,"2022-04-17
16:25:11",-0.7506,negative,0.6666666666666666,Yes,neutral
Republican men telling woman !  What a joke!,"2022-04-17
16:12:04",0.4184,positive,0.0,No,amusement
"Christian fascists are behind all this crap, KEEP RELIGION OUT OF POLITICS!!!!!!!!!!!","2022-04-17
16:11:07",-0.7156,negative,0.5,No,annoyance
This is the party of small govt AND stay out of my business,"2022-04-17
15:57:21",0.4019,positive,0.4,No,anger
"When, WHEN will these conversations include the gross irresponsibility of the males when it comes to conception.","2022-04-17
15:51:29",-0.4767,negative,0.0,Yes,neutral
"If ya'll kill a person, ya'll go to jail.","2022-04-17
15:41:49",-0.6908,negative,0.0,Yes,neutral
David what about the men? When are the men going to be punished? Is it not because of men that woman get pregnant in the first place. I say that if woman are going to be punished then the man that got them pregnant in the first place should suffer to. Hope to hear from you.,"2022-04-17
15:18:05",-0.7882,negative,0.41666666666666663,Yes,joy
the pro life people........................ who kill the child later in the streets by police........................... then suddenly they do  not care about life,"2022-04-17
14:57:15",-0.8089,negative,0.25,Yes,neutral
Every civilization starts sacrifice baby's.,"2022-04-17
14:37:12",0.0,neutral,0.0,No,disapproval
If men could get pregnant abortions would available in a drive thru with fries.,"2022-04-17
14:32:50",0.3666666666666667,positive,0.45,Yes,anger
The punishment in Texas for getting an abortion is far greater than their punishment for straight up killing an already born and surviving infant,"2022-04-17
14:19:14",-0.7351,negative,0.6333333333333333,No,disapproval
And then there's Missouri with their death sentence for women making the CHOICE to go the ectopic route with their pregnancy.,"2022-04-17
14:14:41",-0.5574,negative,0.0,No,neutral
"On Texas - if kind people living in strongly Democrat areas have the option, rather than having kind people leave Texas, surely it would be better for the kind people to leave Democrat areas in otherStates, to move to more marginally Republican parts of Texas.","2022-04-17
14:04:50",0.9493,positive,0.7603174603174603,Yes,curiosity
"What sort of people do they have in the Police Prosecutions dept, that they don't even understand their own laws?","2022-04-17
13:58:09",0.6,positive,1.0,No,anger
"I saw a cartoon in the newspaper the other day.  It was my thoughts exactly.  Red states will lose their tax base and corporations base due to abortion,  LGBTQ,  and education laws and move to blue states. Then blue states will have to send all of their federal taxes to red states to support them.","2022-04-17
13:48:20",-0.23125,negative,0.36875,Yes,confusion
Of course women of color and poor are being punished. Let's see what happens when a white woman has an abortion.  Those are usually in secret.,"2022-04-17
13:44:21",-0.7269,negative,0.4333333333333333,No,sadness
"WTF is wrong with these people who, instead of using one or more of the many methods of birth control, get pregnant and then turn to abortion?","2022-04-17
13:43:32",-0.824,negative,0.6799999999999999,No,amusement
"As the Republicans will scream 'Those terrible Democrats want to take away you're rights'  they take away the rights of women to own their own bodies, and take away everyone's right to freedom of religion. Ask a Republican/Nazi 'What rights specifically have Democrats taken away?' and all they ever say is 'Lots of them.'","2022-04-17
13:43:01",-0.0772,negative,0.8839285714285714,Yes,approval
Every time a man relieves himself on his stomach he should be charged with mass murder,"2022-04-17
13:39:41",-0.6124,negative,0.0,No,admiration
Well David keep simping for Trump rallies and keeping him relevant instead of researching their policies that are hurting real people in real time bc you know making fun of Trump's ridiculous ravings of a lunatic is more important. So what are you going to do with your platform to call these people out instead of oh the Dems are going to lose oh well. These are not normal times and I know you make a shit ton of cash airing Trump but that's not what's important.,"2022-04-17
13:39:08",-0.6048,negative,0.6649999999999999,Yes,neutral
That's why I moved!!!! Texas is going to far off the rails!!,"2022-04-17
13:33:33",0.15625,positive,1.0,No,confusion
"Was it HIS kid?!?  In Trump's defense, he thought the March for Life was about making him king.","2022-04-17
13:28:07",0.2851,positive,0.0,No,confusion
"Ha, ha, ha, ha.  Not going to punish women.  It’s ALL about punishing women —- the whole thing is about punishing women.  MAGA?  Bullsh*t.  I can’t wait for the day some important Republican wife/sister/daughter/woman is caught up in this stupidity.","2022-04-17
13:22:41",-0.7905,negative,0.7999999999999999,Yes,curiosity
"I have a co-worker who is vehemently anti-abortion. His take on it is a simple 'if only the sluts would keep their legs together...'  As if there is no penis involved in the pregnancy equation. Like the good evangelical that he is, it is always the woman's fault.","2022-04-17
13:11:39",-0.4939,negative,0.6523809523809524,Yes,approval
amazing actually holding a vulnerable woman responsible for murdering someone.,"2022-04-17
13:07:33",-0.0258,neutral,0.5125,No,admiration
🤨Trump's mother should have been 'punished' for giving birth to HIM! 🤔What about all those men who wear condoms? Should they be also arrested for preventing 'life?' How about charging those who give oral sex of cannibalism? 🤐Just as stupid.🙄,"2022-04-17
13:01:44",-0.8415,negative,0.0,Yes,annoyance
Misogynous legislators 'MUST BE ERADICATED' in 'ALL STATES!',"2022-04-17
13:01:01",0.0,neutral,0.0,No,neutral
"You're 15.  You're pregnant by your boyfriend.  You're scared to tell your parents.  You try to hide the pregnancy, right up till the end.  You have your baby in secret.  You dispose of the 'problem.'  It happens every day.  It's called neonaticide; the killing of a newborn.  This is another result of no access to safe and legal abortion.","2022-04-17
13:00:13",-0.8591,negative,0.4871428571428572,Yes,fear
People: It’s HIPAA!,"2022-04-17
12:50:49",0.0,neutral,0.0,No,neutral
"What about the day after pill is that illegal, if so WTH.","2022-04-17
12:48:42",-0.8412,negative,0.5,Yes,neutral
"This is happening other places too. Oklahoma just passed a new abortion law. What can't we all just leave each other alone? Certain leaders only want those babies to grow up uneducated and ignorant so they will vote for them into adulthood. Yikes. I hate our world right now. Men, stay out of women's bodies please.","2022-04-17
12:39:13",-0.5106,negative,0.601669758812616,No,anger
"'That abortion should have burned me to death' 'https://www.youtube.com/watch?v=T9cil7pJUx8"">https://www.youtube.com/watch?v=T9cil7pJUx8'","2022-04-17
12:37:03",-0.5994,negative,0.0,No,neutral
So do they behead her now or.....,"2022-04-17
12:29:45",0.0,neutral,0.0,No,neutral
"They are so desperate to control you. It's all a ruse to maintain their stated goals of distraction, obstruction, delay, and disfunction in service to smoke screening the string pulling for fossil fuels.","2022-04-17
12:27:25",-0.784,negative,1.0,No,admiration
"Please, remind me, which century are we?","2022-04-17
12:24:16",0.3182,positive,0.0,No,neutral
"The stimulus for the UK's 1967 Abortion Act was the extraordinary numbers of women dying from illegal ('backstreet') procedures. Catastrophic haemorrhage, fulminant sepsis, bowel perforation... it was real carnage. Thank God legal abortion has never been threatened over here.","2022-04-17
12:17:37",-0.0567,negative,0.5,No,gratitude
"We Need to ABORT the Entire Republican Party, as it is anti-American!","2022-04-17
12:02:15",0.4574,positive,0.625,Yes,neutral
This is sick. How dare they arrest and prosecute women over our bodies not theirs? No wonder so many republicans support Putin. That’s what they want here,"2022-04-17
11:56:53",-0.502,negative,0.4523809523809524,Yes,annoyance
How many months pregnant was she?  Anyone know.,"2022-04-17
11:55:25",0.41666666666666663,positive,0.5,Yes,curiosity
"So, Texas will start harassing women who have miscarriages next?","2022-04-17
11:40:15",-0.5423,negative,0.0,No,neutral
"Barbie's Abortion 'Barbie's Abortion'''https://youtu.be/RW1f3yLHiY4"">https://youtu.be/RW1f3yLHiY4'","2022-04-17
11:34:23",0.0,neutral,0.0,No,neutral
What about guns ?  every day lives are ABORTED by someone pressing the trigger....,"2022-04-17
11:26:43",0.0,neutral,0.0,Yes,neutral
"The Christian hypocrisy is that the Bible actually condones abortion. But of course, consistency and intellectual honesty is not compatible with their worldview.","2022-04-17
11:22:24",0.8674,positive,0.16666666666666666,No,neutral
"An excellent business opportunity for a discerning entrepreneur. The U.S. is going to need a lot of red cloaks and white, lampshade style hats for their female population soon.","2022-04-17
11:20:29",0.7579,positive,0.2916666666666667,Yes,admiration
"From what I read, a nurse brought this forward. What happened to HIPPA? She had no right to violate this woman's confidentiality around medical records.","2022-04-17
11:14:24",-0.6597,negative,0.26785714285714285,No,admiration
"Republicans hate women...only good for making babies, cooking dinner and being a servant. And they bring their bull crap religion into the mix. Our bodies, our choice. Disgusting laws by disgusting people for no other reason than power. Come into this century and keep your twisted sense of right and wrong to yourself.","2022-04-17
11:09:41",-0.9382,negative,0.790079365079365,Yes,approval
